"_id","_ignored","_index","_score",content,"content.keyword","crawled_date",id,"id.keyword","metadata.category","metadata.category.keyword","metadata.country","metadata.country.keyword","metadata.language","metadata.language.keyword","metadata.pub_date","metadata.region","metadata.region.keyword","processed_at","processed_date","source_name","source_name.keyword","source_type","source_type.keyword",timestamp,title,"title.keyword",url,"url.keyword"
"sP_RN5kBTc8G7TXY3KdD","-",news,1,"Bulog tetap diwajibkan masuk ke pasar jika harga Gabah Kering Panen (GKP) turun di bawah Rp 6.500 per kilogram (kg).","Bulog tetap diwajibkan masuk ke pasar jika harga Gabah Kering Panen (GKP) turun di bawah Rp 6.500 per kilogram (kg).","Sep 11, 2025 @ 15:08:44.354",6e3b306c8e15bb18a7439fb69faf5722,6e3b306c8e15bb18a7439fb69faf5722,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:08:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.353","Sep 11, 2025 @ 15:08:44.354",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.177","Bulog Tak Lagi Serap Gabah Besar-besaran, Wajib Beli Jika Harga Turun","Bulog Tak Lagi Serap Gabah Besar-besaran, Wajib Beli Jika Harga Turun","https://money.kompas.com/read/2025/09/11/140800226/bulog-tak-lagi-serap-gabah-besar-besaran-wajib-beli-jika-harga-turun?utm_source=ABC&utm_medium=rss","https://money.kompas.com/read/2025/09/11/140800226/bulog-tak-lagi-serap-gabah-besar-besaran-wajib-beli-jika-harga-turun?utm_source=ABC&utm_medium=rss"
"sf_RN5kBTc8G7TXY3KdK","-",news,1,"Ingin menikmati keindahan vibes Jepang di Surabaya saat bunga tabebuya bermekaran, segeralah karena waktu mekarnya ternyata singkat.","Ingin menikmati keindahan vibes Jepang di Surabaya saat bunga tabebuya bermekaran, segeralah karena waktu mekarnya ternyata singkat.","Sep 11, 2025 @ 15:08:44.361",0faf494d4dd424b26ba322ea76b97556,0faf494d4dd424b26ba322ea76b97556,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:03:10.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.361","Sep 11, 2025 @ 15:08:44.361",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.177","Surabaya Vibes Jepang karena Bunga Tabebuya Bermekaran, Ternyata Cuma Singkat","Surabaya Vibes Jepang karena Bunga Tabebuya Bermekaran, Ternyata Cuma Singkat","https://travel.kompas.com/read/2025/09/11/140310427/surabaya-vibes-jepang-karena-bunga-tabebuya-bermekaran-ternyata-cuma-singkat?utm_source=ABC&utm_medium=rss","https://travel.kompas.com/read/2025/09/11/140310427/surabaya-vibes-jepang-karena-bunga-tabebuya-bermekaran-ternyata-cuma-singkat?utm_source=ABC&utm_medium=rss"
"sv_RN5kBTc8G7TXY3KdS","-",news,1,"Google Earth kini menampilkan citra IKN dengan cukup lengkap, baik dalam tampilan 2D maupun 3D, untuk tampilan yang lebih jelas dan lebih ""hidup"".","Google Earth kini menampilkan citra IKN dengan cukup lengkap, baik dalam tampilan 2D maupun 3D, untuk tampilan yang lebih jelas dan lebih ""hidup"".","Sep 11, 2025 @ 15:08:44.369",7fa5c874e2b3f9bc7ebe0990a8cd3a2e,7fa5c874e2b3f9bc7ebe0990a8cd3a2e,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:02:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.369","Sep 11, 2025 @ 15:08:44.369",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.177","Kondisi IKN Kini Bisa Dilihat di Google Earth, Begini Caranya","Kondisi IKN Kini Bisa Dilihat di Google Earth, Begini Caranya","https://tekno.kompas.com/read/2025/09/11/14020027/kondisi-ikn-kini-bisa-dilihat-di-google-earth-begini-caranya?utm_source=ABC&utm_medium=rss","https://tekno.kompas.com/read/2025/09/11/14020027/kondisi-ikn-kini-bisa-dilihat-di-google-earth-begini-caranya?utm_source=ABC&utm_medium=rss"
"s__RN5kBTc8G7TXY3KdZ","-",news,1,"PT KAI menghadirkan tiket go show tarif khusus dari Jogja September 2025. Harga tiket mulai Rp 45.000, cek daftar kereta dan rutenya di sini.","PT KAI menghadirkan tiket go show tarif khusus dari Jogja September 2025. Harga tiket mulai Rp 45.000, cek daftar kereta dan rutenya di sini.","Sep 11, 2025 @ 15:08:44.376",a6533781e858482d801d3a4ab5565115,a6533781e858482d801d3a4ab5565115,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:00:34.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.376","Sep 11, 2025 @ 15:08:44.376",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.177","Mulai Rp 45.000, Ini Daftar Kereta Go Show dari Jogja September 2025 dan Rutenya","Mulai Rp 45.000, Ini Daftar Kereta Go Show dari Jogja September 2025 dan Rutenya","https://money.kompas.com/read/2025/09/11/140034726/mulai-rp-45000-ini-daftar-kereta-go-show-dari-jogja-september-2025-dan-rutenya?utm_source=ABC&utm_medium=rss","https://money.kompas.com/read/2025/09/11/140034726/mulai-rp-45000-ini-daftar-kereta-go-show-dari-jogja-september-2025-dan-rutenya?utm_source=ABC&utm_medium=rss"
"tP_RN5kBTc8G7TXY3Kdi","-",news,1,"Kementerian PU telah mengerahkan alat berat dan tim tanggap darurat untuk mempercepat proses penyurutan air serta membuka kembali akses jalan nasional","Kementerian PU telah mengerahkan alat berat dan tim tanggap darurat untuk mempercepat proses penyurutan air serta membuka kembali akses jalan nasional","Sep 11, 2025 @ 15:08:44.385",a6d664c4320563d05a74f0b25e0e1a41,a6d664c4320563d05a74f0b25e0e1a41,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:00:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.385","Sep 11, 2025 @ 15:08:44.385",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.177","Buka Akses Jalan Nasional di Denpasar, Tim Tanggap Darurat Dikerahkan","Buka Akses Jalan Nasional di Denpasar, Tim Tanggap Darurat Dikerahkan","https://www.kompas.com/properti/read/2025/09/11/140000421/buka-akses-jalan-nasional-di-denpasar-tim-tanggap-darurat-dikerahkan-?utm_source=ABC&utm_medium=rss","https://www.kompas.com/properti/read/2025/09/11/140000421/buka-akses-jalan-nasional-di-denpasar-tim-tanggap-darurat-dikerahkan-?utm_source=ABC&utm_medium=rss"
"tf_RN5kBTc8G7TXY3Kdv","-",news,1,"Melalui alokasi anggaran Rp 1,5 triliun dari Danantara, Badan Usaha Milik Negara (BUMN) pangan ditugaskan untuk membeli gula petani.","Melalui alokasi anggaran Rp 1,5 triliun dari Danantara, Badan Usaha Milik Negara (BUMN) pangan ditugaskan untuk membeli gula petani.","Sep 11, 2025 @ 15:08:44.397",68b84989c1e62a6c2cfad26d943107b8,68b84989c1e62a6c2cfad26d943107b8,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:56:20.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.397","Sep 11, 2025 @ 15:08:44.397",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Danantara Gelontorkan Rp 1,5 Triliun untuk Serap Gula Petani, Berapa Realisasinya?","Danantara Gelontorkan Rp 1,5 Triliun untuk Serap Gula Petani, Berapa Realisasinya?","https://money.kompas.com/read/2025/09/11/135620026/danantara-gelontorkan-rp-15-triliun-untuk-serap-gula-petani-berapa?utm_source=ABC&utm_medium=rss","https://money.kompas.com/read/2025/09/11/135620026/danantara-gelontorkan-rp-15-triliun-untuk-serap-gula-petani-berapa?utm_source=ABC&utm_medium=rss"
"tv_RN5kBTc8G7TXY3Kd3","-",news,1,"IFG perkuat kapasitas pasar modal lewat MOU dengan Hong Kong, fokus pada double listing dan retail investor.","IFG perkuat kapasitas pasar modal lewat MOU dengan Hong Kong, fokus pada double listing dan retail investor.","Sep 11, 2025 @ 15:08:44.406",d26ac5217a9f816e525a435a19cf62f7,d26ac5217a9f816e525a435a19cf62f7,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:53:23.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.406","Sep 11, 2025 @ 15:08:44.406",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Indonesia Gali Potensi Pasar Modal lewat Kerja Sama dengan Hong Kong","Indonesia Gali Potensi Pasar Modal lewat Kerja Sama dengan Hong Kong","https://money.kompas.com/read/2025/09/11/135323326/indonesia-gali-potensi-pasar-modal-lewat-kerja-sama-dengan-hong-kong?utm_source=ABC&utm_medium=rss","https://money.kompas.com/read/2025/09/11/135323326/indonesia-gali-potensi-pasar-modal-lewat-kerja-sama-dengan-hong-kong?utm_source=ABC&utm_medium=rss"
"t__RN5kBTc8G7TXY3KeB","-",news,1,"Presiden Prabowo Subianto mengunjungi sekolah rakyat di Pondok Indah, Jakarta Selatan.","Presiden Prabowo Subianto mengunjungi sekolah rakyat di Pondok Indah, Jakarta Selatan.","Sep 11, 2025 @ 15:08:44.416",72b8638c572cec379fc26f9353720251,72b8638c572cec379fc26f9353720251,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:47:56.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.415","Sep 11, 2025 @ 15:08:44.416",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Prabowo Tinjau Sekolah Rakyat di Jaksel, Disambut Yel oleh Murid","Prabowo Tinjau Sekolah Rakyat di Jaksel, Disambut Yel oleh Murid","https://nasional.kompas.com/read/2025/09/11/13475601/prabowo-tinjau-sekolah-rakyat-di-jaksel-disambut-yel-oleh-murid?utm_source=ABC&utm_medium=rss","https://nasional.kompas.com/read/2025/09/11/13475601/prabowo-tinjau-sekolah-rakyat-di-jaksel-disambut-yel-oleh-murid?utm_source=ABC&utm_medium=rss"
"uP_RN5kBTc8G7TXY3KeJ","-",news,1,"Habib Muhsin Ahmad Alatas usulkan BPIP diberi kewenangan menegur lembaga negara yang melenceng dari Pancasila.","Habib Muhsin Ahmad Alatas usulkan BPIP diberi kewenangan menegur lembaga negara yang melenceng dari Pancasila.","Sep 11, 2025 @ 15:08:44.424",ee8094d54d79d3911c3595e3382b28cd,ee8094d54d79d3911c3595e3382b28cd,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:45:58.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.423","Sep 11, 2025 @ 15:08:44.424",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","BPIP Diusulkan Diberi Kewenangan Tegur Lembaga Melenceng dari Pancasila","BPIP Diusulkan Diberi Kewenangan Tegur Lembaga Melenceng dari Pancasila","https://nasional.kompas.com/read/2025/09/11/13455871/bpip-diusulkan-diberi-kewenangan-tegur-lembaga-melenceng-dari-pancasila?utm_source=ABC&utm_medium=rss","https://nasional.kompas.com/read/2025/09/11/13455871/bpip-diusulkan-diberi-kewenangan-tegur-lembaga-melenceng-dari-pancasila?utm_source=ABC&utm_medium=rss"
"uf_RN5kBTc8G7TXY3KeS","-",news,1,"Foto motor yang diduga kuat Satria F150 baru tersebar di media sosial, Suzuki menanggapi dengan bilang bisa jadi bukan itu yang meluncur","Foto motor yang diduga kuat Satria F150 baru tersebar di media sosial, Suzuki menanggapi dengan bilang bisa jadi bukan itu yang meluncur","Sep 11, 2025 @ 15:08:44.432",3338f215e0fb24076449697669ba2021,3338f215e0fb24076449697669ba2021,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:45:47.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.432","Sep 11, 2025 @ 15:08:44.432",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Beredar Foto Satria F150 Terbaru, Ini Respon Suzuki","Beredar Foto Satria F150 Terbaru, Ini Respon Suzuki","https://otomotif.kompas.com/read/2025/09/11/134547515/beredar-foto-satria-f150-terbaru-ini-respon-suzuki?utm_source=ABC&utm_medium=rss","https://otomotif.kompas.com/read/2025/09/11/134547515/beredar-foto-satria-f150-terbaru-ini-respon-suzuki?utm_source=ABC&utm_medium=rss"
"uv_RN5kBTc8G7TXY3Kea","-",news,1,"Lampu lalu lintas di Green Garden, Jakarta Barat padam akibat pencurian kabel. Perbaikan sedang dilakukan oleh teknisi Dishub.","Lampu lalu lintas di Green Garden, Jakarta Barat padam akibat pencurian kabel. Perbaikan sedang dilakukan oleh teknisi Dishub.","Sep 11, 2025 @ 15:08:44.440",16a2bc2865b9ce932c9d39b7f99c3c69,16a2bc2865b9ce932c9d39b7f99c3c69,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:41:49.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.440","Sep 11, 2025 @ 15:08:44.440",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Kabel Dicuri, Lampu Lalu Lintas di Green Garden Jakbar Mati","Kabel Dicuri, Lampu Lalu Lintas di Green Garden Jakbar Mati","https://megapolitan.kompas.com/read/2025/09/11/13414941/kabel-dicuri-lampu-lalu-lintas-di-green-garden-jakbar-mati?utm_source=ABC&utm_medium=rss","https://megapolitan.kompas.com/read/2025/09/11/13414941/kabel-dicuri-lampu-lalu-lintas-di-green-garden-jakbar-mati?utm_source=ABC&utm_medium=rss"
"u__RN5kBTc8G7TXY3Kei","-",news,1,"Kernet truk alami luka lecet dan sesak dada setelah truk bermuatan cat menabrak kendaraan di depannya di Tol Pelabuhan, Jakarta Utara.","Kernet truk alami luka lecet dan sesak dada setelah truk bermuatan cat menabrak kendaraan di depannya di Tol Pelabuhan, Jakarta Utara.","Sep 11, 2025 @ 15:08:44.449",ecef1f56b1822ea9c1bf26454160b33c,ecef1f56b1822ea9c1bf26454160b33c,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:38:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.449","Sep 11, 2025 @ 15:08:44.449",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Kecelakaan Truk Bermuatan Cat di Tol Pelabuhan Jakut, Kernet Luka-luka","Kecelakaan Truk Bermuatan Cat di Tol Pelabuhan Jakut, Kernet Luka-luka","https://megapolitan.kompas.com/read/2025/09/11/13380071/kecelakaan-truk-bermuatan-cat-di-tol-pelabuhan-jakut-kernet-luka-luka?utm_source=ABC&utm_medium=rss","https://megapolitan.kompas.com/read/2025/09/11/13380071/kecelakaan-truk-bermuatan-cat-di-tol-pelabuhan-jakut-kernet-luka-luka?utm_source=ABC&utm_medium=rss"
"vP_RN5kBTc8G7TXY3Keq","-",news,1,"Bek anyar Persib Bandung, Federico Barba, buka suara jelang laga Persib vs Persebaya di Super League 2025-2026, Jumat (12/9/2025).","Bek anyar Persib Bandung, Federico Barba, buka suara jelang laga Persib vs Persebaya di Super League 2025-2026, Jumat (12/9/2025).","Sep 11, 2025 @ 15:08:44.456",b65d2378e7c56b1ebe72adc303b2834f,b65d2378e7c56b1ebe72adc303b2834f,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:35:05.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.456","Sep 11, 2025 @ 15:08:44.456",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Kata-kata Federico Barba Jelang Debut di Laga Persib Vs Persebaya","Kata-kata Federico Barba Jelang Debut di Laga Persib Vs Persebaya","https://bola.kompas.com/read/2025/09/11/13350508/kata-kata-federico-barba-jelang-debut-di-laga-persib-vs-persebaya?utm_source=ABC&utm_medium=rss","https://bola.kompas.com/read/2025/09/11/13350508/kata-kata-federico-barba-jelang-debut-di-laga-persib-vs-persebaya?utm_source=ABC&utm_medium=rss"
"vf_RN5kBTc8G7TXY3Ke1","-",news,1,"Chromebook ringan, cepat, dan aman untuk aktivitas online,  namun memiliki fitur terbatas dan kurang cocok untuk kerja berat.","Chromebook ringan, cepat, dan aman untuk aktivitas online,  namun memiliki fitur terbatas dan kurang cocok untuk kerja berat.","Sep 11, 2025 @ 15:08:44.466",7ca4e2c6e28d2b52b9d94bc41eb6a583,7ca4e2c6e28d2b52b9d94bc41eb6a583,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:35:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.466","Sep 11, 2025 @ 15:08:44.466",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Apa Itu Laptop Chromebook, Fitur-fitur, Kelebihan dan Kekurangannya","Apa Itu Laptop Chromebook, Fitur-fitur, Kelebihan dan Kekurangannya","https://tekno.kompas.com/read/2025/09/11/13350087/apa-itu-laptop-chromebook-fitur-fitur-kelebihan-dan-kekurangannya-?utm_source=ABC&utm_medium=rss","https://tekno.kompas.com/read/2025/09/11/13350087/apa-itu-laptop-chromebook-fitur-fitur-kelebihan-dan-kekurangannya-?utm_source=ABC&utm_medium=rss"
"vv_RN5kBTc8G7TXY3Ke-","-",news,1,"Larry Ellison sempat mengalahkan Elon Musk sebagai orang terkaya di dunia 2025. Namun, posisinya hanya bertahan beberapa jam sebelum Musk unggul lagi.","Larry Ellison sempat mengalahkan Elon Musk sebagai orang terkaya di dunia 2025. Namun, posisinya hanya bertahan beberapa jam sebelum Musk unggul lagi.","Sep 11, 2025 @ 15:08:44.475",4381bce28f84fd57f293de8b010972c2,4381bce28f84fd57f293de8b010972c2,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:35:00.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.475","Sep 11, 2025 @ 15:08:44.475",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Larry Ellison Kalahkan Elon Musk Sebagai Orang Terkaya di Dunia 2025, tapi Hanya Sebentar","Larry Ellison Kalahkan Elon Musk Sebagai Orang Terkaya di Dunia 2025, tapi Hanya Sebentar","https://lifestyle.kompas.com/read/2025/09/11/133500220/larry-ellison-kalahkan-elon-musk-sebagai-orang-terkaya-di-dunia-2025-tapi?utm_source=ABC&utm_medium=rss","https://lifestyle.kompas.com/read/2025/09/11/133500220/larry-ellison-kalahkan-elon-musk-sebagai-orang-terkaya-di-dunia-2025-tapi?utm_source=ABC&utm_medium=rss"
"v__RN5kBTc8G7TXY3KfK","-",news,1,"Warga JGC menolak rencana pengoperasian RDF Rorotan pada 24 September karena khawatir dengan dampak lingkungan dan kesehatan.","Warga JGC menolak rencana pengoperasian RDF Rorotan pada 24 September karena khawatir dengan dampak lingkungan dan kesehatan.","Sep 11, 2025 @ 15:08:44.485",1b25529d94fc10edd194b5ad95f4524f,1b25529d94fc10edd194b5ad95f4524f,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:34:32.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.485","Sep 11, 2025 @ 15:08:44.485",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Warga JGC Tetap Tolak Pengoperasian RDF Rorotan","Warga JGC Tetap Tolak Pengoperasian RDF Rorotan","https://megapolitan.kompas.com/read/2025/09/11/13343221/warga-jgc-tetap-tolak-pengoperasian-rdf-rorotan?utm_source=ABC&utm_medium=rss","https://megapolitan.kompas.com/read/2025/09/11/13343221/warga-jgc-tetap-tolak-pengoperasian-rdf-rorotan?utm_source=ABC&utm_medium=rss"
"wP_RN5kBTc8G7TXY3KfY","-",news,1,"Kementerian Pekerjaan Umum (PU) akan merehabilitasi 43 unit bangunan yang rusak akibat aksi demo pada akhir Agustus 2025.","Kementerian Pekerjaan Umum (PU) akan merehabilitasi 43 unit bangunan yang rusak akibat aksi demo pada akhir Agustus 2025.","Sep 11, 2025 @ 15:08:44.500",93606cc2c7e9cabac945ed221c258dbd,93606cc2c7e9cabac945ed221c258dbd,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:33:06.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.500","Sep 11, 2025 @ 15:08:44.500",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","43 Bangunan Rusak Pasca-demo Siap Direhabilitasi, Ini Daftarnya","43 Bangunan Rusak Pasca-demo Siap Direhabilitasi, Ini Daftarnya","https://www.kompas.com/properti/read/2025/09/11/133306121/43-bangunan-rusak-pasca-demo-siap-direhabilitasi-ini-daftarnya?utm_source=ABC&utm_medium=rss","https://www.kompas.com/properti/read/2025/09/11/133306121/43-bangunan-rusak-pasca-demo-siap-direhabilitasi-ini-daftarnya?utm_source=ABC&utm_medium=rss"
"wf_RN5kBTc8G7TXY3Kfl","-",news,1,"Saham bank-bank BUMN menanjak usai adanya pernyataan dari Menteri Keuangan RI Purbaya Yudhi Sadewa yang akan menyalurkan Rp 200 triliun kas negara.","Saham bank-bank BUMN menanjak usai adanya pernyataan dari Menteri Keuangan RI Purbaya Yudhi Sadewa yang akan menyalurkan Rp 200 triliun kas negara.","Sep 11, 2025 @ 15:08:44.514",dea826e3d1cc1a8804f9572791ea2575,dea826e3d1cc1a8804f9572791ea2575,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:32:17.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.514","Sep 11, 2025 @ 15:08:44.514",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Saham Bank BUMN Menanjak Usai Menkeu Bakal Injeksi Rp 200 Triliun ke Bank","Saham Bank BUMN Menanjak Usai Menkeu Bakal Injeksi Rp 200 Triliun ke Bank","https://money.kompas.com/read/2025/09/11/133217926/saham-bank-bumn-menanjak-usai-menkeu-bakal-injeksi-rp-200-triliun-ke-bank?utm_source=ABC&utm_medium=rss","https://money.kompas.com/read/2025/09/11/133217926/saham-bank-bumn-menanjak-usai-menkeu-bakal-injeksi-rp-200-triliun-ke-bank?utm_source=ABC&utm_medium=rss"
"wv_RN5kBTc8G7TXY3Kfv","-",news,1,"Enam anggota keluarga diplomat Kementerian Luar Negeri, Arya Daru Pangayunan mengajukan permohonan perlindungan karena menemukan sejumlah kejanggalan.","Enam anggota keluarga diplomat Kementerian Luar Negeri, Arya Daru Pangayunan mengajukan permohonan perlindungan karena menemukan sejumlah kejanggalan.","Sep 11, 2025 @ 15:08:44.525",a26c99de7c795d8923fa431dd311eb10,a26c99de7c795d8923fa431dd311eb10,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 13:27:22.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.524","Sep 11, 2025 @ 15:08:44.525",Kompas,Kompas,news,news,"Sep 11, 2025 @ 15:00:07.178","Keluarga Diplomat Arya Daru Minta Perlindungan LPSK, Sebut Ada Kejanggalan","Keluarga Diplomat Arya Daru Minta Perlindungan LPSK, Sebut Ada Kejanggalan","https://megapolitan.kompas.com/read/2025/09/11/13272241/keluarga-diplomat-arya-daru-minta-perlindungan-lpsk-sebut-ada-kejanggalan?utm_source=ABC&utm_medium=rss","https://megapolitan.kompas.com/read/2025/09/11/13272241/keluarga-diplomat-arya-daru-minta-perlindungan-lpsk-sebut-ada-kejanggalan?utm_source=ABC&utm_medium=rss"
"w__RN5kBTc8G7TXY3Kf5","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/community/media/visual/2025/09/11/kebut-ruu-perampasan-aset-1757576668666_169.jpeg?w=360&q=90""/> Sejauh mana efektifitas aturan ini untuk mengurangi tingkat korupsi? Bagaimana cara menjaga agar aturan ini tidak menjadi senjata oleh suatu pihak?","<img src=""https://akcdn.detik.net.id/community/media/visual/2025/09/11/kebut-ruu-perampasan-aset-1757576668666_169.jpeg?w=360&q=90""/> Sejauh mana efektifitas aturan ini untuk mengurangi tingkat korupsi? Bagaimana cara menjaga agar aturan ini tidak menjadi senjata oleh suatu pihak?","Sep 11, 2025 @ 15:08:44.535",977e39fb6e93d7c4c9c586e987ea1c55,977e39fb6e93d7c4c9c586e987ea1c55,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:52:02.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.534","Sep 11, 2025 @ 15:08:44.535",Detik,Detik,news,news,"Sep 11, 2025 @ 15:00:09.472","Menatap Masa Depan UU Perampasan Aset","Menatap Masa Depan UU Perampasan Aset","https://news.detik.com/berita/d-8107086/menatap-masa-depan-uu-perampasan-aset","https://news.detik.com/berita/d-8107086/menatap-masa-depan-uu-perampasan-aset"
"xP_RN5kBTc8G7TXY3acI","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/community/media/visual/2025/09/11/baleg-dpr-rapat-bahas-ruu-bpip-1757577092618_169.jpeg?w=360&q=90""/> Baleg DPR RI menggelar RDPU membahas RUU BPIP. Legislator Golkar menyoroti kemajuan Indonesia yang tertinggal dari negara lain.","<img src=""https://akcdn.detik.net.id/community/media/visual/2025/09/11/baleg-dpr-rapat-bahas-ruu-bpip-1757577092618_169.jpeg?w=360&q=90""/> Baleg DPR RI menggelar RDPU membahas RUU BPIP. Legislator Golkar menyoroti kemajuan Indonesia yang tertinggal dari negara lain.","Sep 11, 2025 @ 15:08:44.550",c6b52cd09dbc988f8d2b05fe615de5c8,c6b52cd09dbc988f8d2b05fe615de5c8,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:51:45.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.550","Sep 11, 2025 @ 15:08:44.550",Detik,Detik,news,news,"Sep 11, 2025 @ 15:00:09.472","Legislator: RI Punya Pancasila, tapi Ketinggalan Jauh dari Negara Komunis","Legislator: RI Punya Pancasila, tapi Ketinggalan Jauh dari Negara Komunis","https://news.detik.com/berita/d-8107095/legislator-ri-punya-pancasila-tapi-ketinggalan-jauh-dari-negara-komunis","https://news.detik.com/berita/d-8107095/legislator-ri-punya-pancasila-tapi-ketinggalan-jauh-dari-negara-komunis"
"xf_RN5kBTc8G7TXY3acT","content.keyword",news,1,"<img src=""https://akcdn.detik.net.id/community/media/visual/2025/09/11/jusuf-kalla-di-baleg-dpr-1757576886146_169.jpeg?w=360&q=90""/> Wakil Presiden Jusuf Kalla hadir dalam RDP dengan Badan Legislasi DPR membahas revisi UU Pemerintahan Aceh. Revisi ini menyesuaikan dengan putusan MK.","<img src=""https://akcdn.detik.net.id/community/media/visual/2025/09/11/jusuf-kalla-di-baleg-dpr-1757576886146_169.jpeg?w=360&q=90""/> Wakil Presiden Jusuf Kalla hadir dalam RDP dengan Badan Legislasi DPR membahas revisi UU Pemerintahan Aceh. Revisi ini menyesuaikan dengan putusan MK.","Sep 11, 2025 @ 15:08:44.560",8c6c43272b02f1715e9dadbd2b253b4b,8c6c43272b02f1715e9dadbd2b253b4b,general,general,Indonesia,Indonesia,id,id,"Sep 11, 2025 @ 14:48:25.000",Indonesia,Indonesia,"Sep 11, 2025 @ 15:08:44.559","Sep 11, 2025 @ 15:08:44.560",Detik,Detik,news,news,"Sep 11, 2025 @ 15:00:09.472","Baleg DPR Rapat Bareng JK Bahas Revisi UU Pemerintahan Aceh","Baleg DPR Rapat Bareng JK Bahas Revisi UU Pemerintahan Aceh","https://news.detik.com/berita/d-8107089/baleg-dpr-rapat-bareng-jk-bahas-revisi-uu-pemerintahan-aceh","https://news.detik.com/berita/d-8107089/baleg-dpr-rapat-bareng-jk-bahas-revisi-uu-pemerintahan-aceh"
